"IDART","DEF","PMPA","CODE","NOTA","CCOMPT_ACH","COMPO","IDRAY","IDFAM","IDSSFAM","DERPRIX","CCOMPT_VENT","FRAIS","TYP_FRAIS","Q_MINI","Q_MAXI","Q_APPRO","IMAGE","PESE","FIN_BONUS","DEBUT_BONUS","COCCIBONUS","FIN_RBT","DEBUT_RBT","NUM_PROMO","PA_PROMO","FIN_PROMO","DEBUT_PROMO","PREPARATION","IDCODE_TVA","PRIX_TTC","PRIX_PROMO","NO_PROMO","REMISE_IMMEDIATE","NO_SOLDE","NO_COM_VEND","NO_REMISE","PTS_FIDEL","COMP_DEF","GES_STOCK","ID_FAB","SOMMEIL","IDCOULEUR","IDTAILLE","IDMODELE","GES_NO_SERIE","OCCAS","WEB","MODIF","IDCODE_TVA_ACH","ABANDON","PSTVA2","IDCode_TVA2","OEUVRE_ART","POIDS","ACHETE","GRATUIT","PRESTATION","ECOTAX","NO_COM_PREST","IDSAISON","COM_PREPA","PRN_PREPA","Abonnement","N_Unite","DUREE_VALIDITE","DUREE_GARANTIE","LOCATION","DLV","TEMPS_PREPA","MAJ","DUREE_ABON","NO_IMPRIM","CREATION","VAL_PRESTATION","IDCOnsigne","IDART_COUPON","COUPON","NO_COM_REP","Billet","N_TALON","TIMBRE","N_TalonFixe","NO_FIDEL","MAJ_WEB","MAJ_TRSFT","VENTE_BLOQUE","IDAUX","PressingVente","Colisage","Coef_Com","PRixNulAutorise","PrixNegatif","CondVente","Unite","Volume","DegreAlcool","IDCATEGORIE_ALCOOL","Premix","BaseHT","Consigne","Tare","CUMP","SOLDE_OLD","ID_BEBAT1","ID_BEBAT2","ID_RECUPEL","Caution","BA","CCVENTE_CEE","CCVENTE_HORS_CEE","CCVENTE_EXO","Q_HAXE","PREPA_CARACT_SP","CREDIT_TEMPS","IDBAR_ECO","CAT_SOLDES","IDReM_ART","CCACHAT_CEE","CCACHAT_HORS_CEE","CCACHAT_EXO","CODE_NC","PVC","COLORIS","NEGOCE","OPTIONS","ArticlePropre","REmisePromo"
"43","BOITE OVALE CITRON 50 GR","1.36","","","606000000","0","2","13","25","1.36","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.70659722222","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.83","0","0","1.36","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"44","BOITE OVALE MENTHE 50 GR","1.36","","","606000000","0","2","13","25","1.36","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.70706018519","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.83","0","0","1.36","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"45","BOITE OVALE REGLISSE 50 GR","1.36","","","606000000","0","2","13","25","1.36","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.70753472222","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.83","0","0","1.36","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"46","DIABLOTINE PAMPLEMOUSSE 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.66603009259","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"47","DIABLOTINE FRAISE BASILIC 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.66567129629","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"48","DIABLOTINE KIWI BANANE 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.66648148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"49","DIABLOTINE PECHE VIOLETTE 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.6669675926","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"50","DIABLOTINE CITRON VERT ORANGE SAFRAN 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.66733796296","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"51","DIABLOTINE MANGUE GINGEMBRE 75 CL","6.5","","","606000000","0","2","9","15","6.5","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","14.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42886.6679050926","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","6.5","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"52","CARTE PASSER LES COULEURS DU TEMPS OURSONS","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69288194444","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"53","CARTE PASSER LES COULEURS DU TEMPS BEBE/OURSON","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69509259259","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"54","CARTE PASSER LES COULEURS DU TEMPS CHIEN GOLDEN","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69533564815","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"55","CARTE PASSER LES COULEURS DU TEMPS ROSE ROUGE","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69554398148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"56","CARTE PASSER LES COULEURS DU TEMPS BEBE","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69574074074","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"57","CARTE PASSER LES COULEURS DU TEMPS PETITS CHAUSSSONS","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69599537037","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"58","CARTE PASSER LES COULEURS DU TEMPS COUPLE ET COQUELICOT","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42956.69623842592","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"59","AMPHORA AERATEUR DE VIN","11.11","","","606000000","0","1","14","28","11.11","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","22.8","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42914.61362268519","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","19","0","0","11.11","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"60","TASSE PIANO","6.01","","","606000000","0","1","6","28","6.01","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","11.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42914.60961805555","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.92","0","0","6.01","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"61","TASSE COUVERCLE TOUCHE PIANO","3.82","","","606000000","0","1","6","12","3.82","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.92","0","0","3.82","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"62","TASSE NOTES DE MUSIQUE AVEC COUVERCLE","4.07","","","606000000","0","1","6","2","4.07","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42869.45017361111","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.92","0","0","4.07","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"63","THERMOMETRE CAFE EN METAL","1.6","","","606000000","0","1","1","2","1.6","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","6.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","5.75","0","0","1.6","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"64","INFUSEUR DE THE GUY","1.9","","","606000000","0","1","6","2","1.9","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","4.8","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42951.4491087963","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4","0","0","1.9","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"65","AERATEUR DE VIN VERSEUR","4.97","","","606000000","0","1","1","2","4.97","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","12.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","10.75","0","0","4.97","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"66","TABLIER DE FOOTBALL BARBECUE","8.43","","","606000000","0","1","1","2","8.43","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","22.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","18.67","0","0","8.43","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"67","SEL ET POIVRE HIBOUX","2.48","","","606000000","0","1","7","2","2.48","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","6.2","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","5.17","0","0","2.48","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"68","BOL EN PORCELAINE POUR OLIVES ","1.81","","","606000000","0","1","7","2","1.81","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","7.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.25","0","0","1.81","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"69","TASSE AVEC INFUSEUR ","3.37","","","606000000","0","1","6","12","3.37","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","10.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.75","0","0","3.37","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"70","FRAGANCE BOUGIE DANS UN BOCAL","3.31","","","606000000","0","1","1","1","3.31","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","8.199999999999999","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.83","0","0","3.31","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"71","CARTE PASSER LES COULEURS DU TEMPS CHOCOLAT","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76021990741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"72","TABLIER RETRO ","2.27","","","606000000","0","1","7","13","2.27","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","11.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42869.36633101852","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9.92","0","0","2.27","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"73","GANT FOUR VINTAGE","1.14","","","606000000","0","1","7","13","1.14","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","5.6","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.67","0","0","1.14","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"74","SHAKER VERRE","1.95","","","606000000","0","1","1","13","1.95","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","4.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.08","0","0","1.95","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"75","TASSE EN NOIR ET BLANC","1.73","","","606000000","0","1","6","12","1.73","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","5.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.92","0","0","1.73","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"77","TASSE I LOVE MAMA","1.24","","","606000000","0","1","6","12","1.24","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","4.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.08","0","0","1.24","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"78","CARTE PASSER LES COULEUS DU TEMPS COEUR","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"79","CARTE PASSER LES COULEURS DU TEMPS OURS ET COEUR","0.32","","","606000000","0","1","1","4","0.32","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0.32","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"80","TASSE COEUR AVEC INFUSEUR","2.84","","","606000000","0","1","6","12","2.84","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","10.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42864.76023148148","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.75","0","0","2.84","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"81","CORNET A FRITES","2.12","","","606000000","0","1","7","13","2.12","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","0","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42957.41584490741","0A0","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","0","0","0","2.12","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"82","ESSAIE POUR MARGE","0","","","606000000","0","0","0","0","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","0","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42863.66111111111","","0","42863","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"83","BIERE BLONDE BIO AU PRE DE MA BLONDE 33 CL","1.61","","","606000000","0","2","9","15","1.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43046.72814814815","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","1.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"84","BIERE AMBREE BIO L'AMBREE DU HAMEAU 33 CL","1.61","","","606000000","0","2","9","15","1.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43046.72814814815","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","1.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"85","BIERE BLANCHE BIO LA CAENETTE 33 CL","1.61","","","606000000","0","2","9","15","1.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43046.72814814815","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","1.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"86","BIERE BRUNE BIO QUAI DES BRUNES 33 CL","1.61","","","606000000","0","2","9","15","1.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43046.72814814815","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","1.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"87","BIERE TRIPLE BIO TRIPLE A LA MODE DE CAEN 33 CL","1.69","","","606000000","0","2","9","15","1.69","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.6","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43046.72814814815","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","3","0","0","1.69","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"88","BIERE DE PRINTEMPS BIO CONTE & FLEURETTE 33 CL","1.61","","","606000000","0","2","9","15","1.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","3.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42906.54246527778","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.92","0","0","1.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"89","TARTI SAINT-JACQUES - YUZU 100 GR","2.8","","","606000000","0","2","10","17","2.8","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42887.42456018519","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.01","0","0","2.8","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
